Species;Botanic_Garden;Species_ID;Year;InitGr;LeafUnf;FlOn;FlPeak;FlMaxInt;FlEnd;FlDur;FrOn;FrEnd;SenOn;SenPeak;SenMaxInt;SenEnd;Remarks
Silphium integrifolium;Jena;Sil_int_Jen;2022;88;96;180;202;50;278;98;284;354;173;314;100;354;NA
Solanum dulcamara;Vienna;Sol_dul_Vie;2022;76;89;160;187;50;293;133;208;361;166;361;100;361;NA
Solanum dulcamara;Frankfurt;Sol_dul_Fra;2022;82;96;131;152;30;250;119;180;362;173;320;100;362;NA
Solanum dulcamara;Halle;Sol_dul_Hal;2022;111;111;145;153;40;223;78;204;312;174;11;100;312;NA
Solidago canadensis;Trondheim;Sol_can_Tro;2022;126;133;227;248;90;248;21;NA;NA;NA;NA;NA;NA;NA
Solidago canadensis;Frankfurt;Sol_can_Fra;2022;68;75;187;208;75;271;84;229;348;236;327;100;363;NA
Solidago canadensis;Jena;Sol_can_Jen;2022;54;75;228;236;90;256;28;272;320;250;328;100;354;NA
Solidago gigantea;Frankfurt;Sol_gig_Fra;2022;68;75;194;208;75;222;28;236;363;236;306;100;363;NA
Solidago virgaurea;Halle;Sol_vir_Hal;2022;95;95;259;287;70;298;39;294;339;294;355;100;355;NA
Solidago virgaurea;Berlin;Sol_vir_Ber;2022;54;88;144;159;90;187;43;166;291;179;319;50;319;NA
Solidago virgaurea;Frankfurt;Sol_vir_Fra;2022;NA;89;257;263;50;278;21;298;306;298;298;50;362;NA
Solidago virgaurea;Jena;Sol_vir_Jen;2022;19;88;137;152;90;166;29;159;236;180;354;100;354;NA
Solidago virgaurea;Vienna;Sol_vir_Vie;2022;47;54;187;208;30;306;119;230;361;154;361;100;361;NA
Stachys macrantha;Petrozavodsk;Sta_mac_Pet;2022;110;124;185;185;5;192;7;220;232;280;302;50;302;NA
Stachys officinalis;Trondheim;Sta_off_Tro;2022;76;83;168;220;90;248;80;NA;NA;NA;NA;NA;NA;NA
Stachys officinalis;Frankfurt;Sta_off_Fra;2022;NA;5;166;180;50;215;49;222;362;69;222;90;362;NA
Stachys officinalis;Tuebingen;Sta_off_Tue;2022;96;55;168;168;75;181;13;NA;NA;292;5;75;355;NA
Stachys officinalis;Vienna;Sta_off_Vie;2022;NA;33;154;168;90;180;26;NA;NA;180;349;75;363;NA
Stachys officinalis;Jena;Sta_off_Jen;2022;40;68;173;186;85;208;35;236;354;186;292;60;354;NA
Stachys officinalis;Prague;Sta_off_Pra;2022;41;55;174;202;100;314;140;237;272;258;286;60;328;NA
Stachys sylvatica;Prague;Sta_syl_Pra;2022;NA;97;160;174;50;230;70;188;244;237;328;45;328;NA
Stachys sylvatica;Vienna;Sta_syl_Vie;2022;NA;258;NA;NA;NA;NA;NA;NA;NA;258;293;20;314;NA
Sternbergia vernalis;Srinagar;Ste_ver_Sri;2022;11;11;32;39;75;74;42;NA;NA;109;165;100;165;NA
Swertia petiolata;Srinagar;Swe_pet_Sri;2022;NA;74;179;193;85;214;35;NA;NA;221;249;100;249;NA
Symphytum officinale;Srinagar;Sym_off_Sri;2022;60;67;102;116;100;151;49;151;221;172;312;100;333;NA
Tanacetum vulgare;Potsdam;Tan_vul_Pot;2022;68;75;195;221;100;236;41;NA;NA;236;6;100;355;NA
Tanacetum vulgare;Berlin;Tan_vul_Ber;2022;NA;26;193;228;75;341;148;228;341;159;341;90;341;NA
Tanacetum vulgare;Halle;Tan_vul_Hal;2022;NA;11;181;204;100;216;35;244;269;208;287;100;355;NA
Tanacetum vulgare;Jena;Tan_vul_Jen;2022;5;5;193;202;85;228;35;236;299;186;314;100;354;NA
Tanacetum vulgare;Leipzig;Tan_vul_Lei;2022;NA;54;96;180;194;NA;NA;NA;208;229;243;NA;NA;NA
Tanacetum vulgare;Trondheim;Tan_vul_Tro;2022;83;83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Taraxacum campylodes;Srinagar;Tar_cam_Sri;2022;32;39;74;88;100;109;35;116;151;130;228;100;228;NA
Tetrataenium candicans;Srinagar;Tet_can_Sri;2022;67;74;123;130;100;151;28;151;214;165;283;100;283;NA
Thalictrum aquilegiifolium;Petrozavodsk;Tha_aqu_Pet;2022;118;130;171;185;20;192;21;247;273;256;273;100;302;NA
Thalictrum minus;Leipzig;Tha_min_Lei;2022;NA;75;117;NA;166;NA;NA;NA;187;208;215;NA;NA;NA
Thalictrum minus;Jena;Tha_min_Jen;2022;117;124;166;166;60;173;7;187;320;187;306;100;354;NA
Thalictrum minus;Prague;Tha_min_Pra;2022;69;104;153;160;80;202;49;202;286;202;328;95;328;NA
Thalictrum minus;Srinagar;Tha_min_Sri;2022;67;74;137;144;85;158;21;228;270;165;249;100;270;NA
Thymus praecox;Potsdam;Thy_pra_Pot;2022;33;41;118;174;100;221;103;NA;NA;230;334;65;355;NA
Thymus praecox;Jena;Thy_pra_Jen;2022;54;61;180;186;60;215;35;236;354;236;47;100;354;NA
Thymus pulegioides;Jena;Thy_pul_Jen;2022;47;47;186;193;70;278;92;236;354;215;19;80;354;NA
Thymus serpyllum;Berlin;Thy_ser_Ber;2022;40;46;159;179;100;319;160;214;341;NA;NA;NA;NA;NA
Thymus serpyllum;Jena;Thy_ser_Jen;2022;54;54;180;193;80;306;126;236;354;284;40;100;354;NA
Thymus serpyllum;Vienna;Thy_ser_Vie;2022;89;89;174;187;40;361;187;208;237;200;242;10;361;NA
Thymus serpyllum;Tuebingen;Thy_ser_Tue;2022;47;5;194;230;100;321;127;262;355;285;55;100;355;NA
Thymus serpyllum;Halle;Thy_ser_Hal;2022;67;11;174;193;30;278;104;216;298;204;204;30;355;NA
Thymus serpyllum;Petrozavodsk;Thy_ser_Pet;2022;110;118;185;185;5;213;28;220;227;287;302;10;302;NA
Tradescantia andersoniana_x;Srinagar;Tra_and_Sri;2022;NA;102;130;144;80;158;28;NA;NA;186;256;100;256;NA
Tragopogon dubius;Srinagar;Tra_dub_Sri;2022;NA;NA;130;137;70;144;14;151;221;172;290;100;290;NA
Tragopogon orientalis;Halle;Tra_ori_Hal;2022;33;61;NA;NA;NA;NA;NA;NA;NA;124;124;30;187;NA
Trapa natans;Leipzig;Tra_nat_Lei;2022;NA;124;145;187;NA;NA;NA;208;NA;229;243;NA;NA;NA
Trapa natans;Halle;Tra_nat_Hal;2022;NA;139;204;204;20;216;12;NA;NA;193;306;100;306;NA
Trapa natans;Jena;Tra_nat_Jen;2022;166;137;173;173;50;208;35;NA;NA;152;250;50;250;NA
Trientalis europaea;Petrozavodsk;Tri_eur_Pet;2022;142;154;157;171;30;171;14;247;256;227;280;100;302;NA
Trifolium pratense;Srinagar;Tri_pra_Sri;2022;32;39;109;130;85;151;42;158;207;165;249;100;249;NA
Trifolium pratense;Potsdam;Tri_pra_Pot;2022;NA;13;139;152;70;264;125;187;244;201;334;100;355;NA
Trifolium pratense;Trondheim;Tri_pra_Tro;2022;62;62;175;193;80;212;37;NA;NA;NA;NA;NA;NA;NA
Trifolium pratense;Tuebingen;Tri_pra_Tue;2022;47;5;145;159;60;209;64;173;209;168;341;25;355;NA
Trifolium pratense;Prague;Tri_pra_Pra;2022;55;62;125;139;60;328;203;167;328;167;328;50;328;NA
Trifolium repens;Srinagar;Tri_rep_Sri;2022;32;39;95;123;80;158;63;165;207;165;249;100;249;NA
Trillium sessile;Berlin;Tri_ses_Ber;2022;334;NA;103;103;100;137;34;NA;NA;144;193;70;200;NA
Trillium sessile;Jena;Tri_ses_Jen;2022;54;88;109;124;100;137;28;208;221;159;236;100;354;NA
Trillium sessile;Leipzig;Tri_ses_Lei;2022;NA;NA;75;96;103;NA;NA;131;166;166;208;NA;NA;NA
Trollius altissimus;Prague;Tro_alt_Pra;2022;NA;90;125;125;70;132;7;160;181;153;237;100;237;NA
Trollius europaeus;Halle;Tro_eur_Hal;2022;111;111;NA;NA;NA;NA;NA;NA;NA;208;294;100;306;NA
Trollius europaeus;Vienna;Tro_eur_Vie;2022;54;95;104;104;50;139;35;154;215;154;279;95;293;NA
Trollius europaeus;Leipzig;Tro_eur_Lei;2022;NA;82;103;NA;152;NA;NA;173;173;208;215;NA;NA;NA
Trollius europaeus;Berlin;Tro_eur_Ber;2022;54;68;124;131;80;131;7;166;179;159;236;75;249;NA
Trollius europaeus;Tuebingen;Tro_eur_Tue;2022;68;83;110;117;30;159;49;173;209;181;355;95;355;NA
Tulipa clusiana;Srinagar;Tul_clu_Sri;2022;39;46;88;95;70;102;14;NA;NA;109;130;100;130;NA
Tulipa lanata;Srinagar;Tul_lan_Sri;2022;39;46;95;95;60;95;0;NA;NA;109;137;100;137;NA
Tulipa saxatilis;Berlin;Tul_sax_Ber;2022;305;4;116;124;100;137;21;NA;NA;144;166;90;166;NA
Tulipa saxatilis;Halle;Tul_sax_Hal;2022;11;19;111;111;100;118;7;NA;NA;124;153;100;153;NA
Tulipa sylvestris;Potsdam;Tul_syl_Pot;2022;33;41;118;118;5;118;0;187;208;124;187;100;355;NA
Tulipa sylvestris;Halle;Tul_syl_Hal;2022;11;19;74;81;60;111;37;174;181;118;181;100;181;NA
Tulipa sylvestris;Jena;Tul_syl_Jen;2022;5;19;103;103;100;117;14;166;222;103;144;100;278;NA
Tulipa sylvestris;Tuebingen;Tul_syl_Tue;2022;96;75;103;117;100;124;21;145;145;124;159;90;159;NA
Tulipa sylvestris;Berlin;Tul_syl_Ber;2022;4;26;103;103;100;116;13;179;179;116;137;100;179;NA
Tulipa sylvestris;Vienna;Tul_syl_Vie;2022;5;5;104;104;75;118;14;174;237;76;145;100;145;NA
Tulipa sylvestris;Frankfurt;Tul_syl_Fra;2022;5;5;103;103;100;110;7;173;187;131;145;100;187;NA
Tulipa sylvestris;Trondheim;Tul_syl_Tro;2022;83;83;147;154;50;154;7;161;161;161;206;100;206;NA
Tussilago farfara;Leipzig;Tus_far_Lei;2022;NA;NA;NA;NA;68;NA;NA;117;NA;208;250;NA;NA;NA
Tussilago farfara;Berlin;Tus_far_Ber;2022;NA;NA;54;81;70;103;49;103;131;137;298;60;298;NA
Tussilago farfara;Tuebingen;Tus_far_Tue;2022;47;5;55;96;90;104;49;104;138;194;355;100;355;NA
Tussilago farfara;Potsdam;Tus_far_Pot;2022;NA;133;55;82;100;103;48;NA;NA;201;327;100;355;NA
Tussilago farfara;Halle;Tus_far_Hal;2022;89;89;89;103;20;111;22;111;139;259;355;100;355;NA
Tussilago farfara;Frankfurt;Tus_far_Fra;2022;47;96;54;69;25;117;63;117;125;243;307;100;341;NA
Urtica dioica;Leipzig;Urt_dio_Lei;2022;NA;NA;96;NA;138;NA;NA;173;152;257;299;NA;NA;NA
Urtica dioica;Jena;Urt_dio_Jen;2022;12;12;159;159;15;228;69;193;314;159;354;100;354;NA
Urtica dioica;Frankfurt;Urt_dio_Fra;2022;47;26;159;159;50;286;127;208;327;181;363;100;363;NA
Urtica dioica;Tuebingen;Urt_dio_Tue;2022;55;5;67;159;95;264;197;152;264;NA;40;100;355;NA
Urtica dioica;Xixon;Urt_dio_Xix;2022;250;250;173;173;5;180;7;NA;NA;82;187;75;341;NA
Urtica dioica;Srinagar;Urt_dio_Sri;2022;25;32;116;130;100;158;42;179;221;165;256;100;263;NA
Urtica dioica;Berlin;Urt_dio_Ber;2022;NA;46;159;179;70;263;104;228;305;187;298;60;305;NA
Urtica dioica;Potsdam;Urt_dio_Pot;2022;33;41;133;160;100;250;117;187;271;201;320;100;355;NA
Vaccinium intermedium_x;Jena;Vac_int_Jen;2022;40;109;124;137;70;152;28;208;258;180;314;85;354;NA
Vaccinium microcarpum;Berlin;Vac_mic_Ber;2022;54;124;137;144;100;270;133;NA;NA;NA;NA;NA;NA;NA
Vaccinium myrtillus;Tuebingen;Vac_myr_Tue;2022;40;40;117;209;60;209;92;159;230;262;314;95;355;NA
Vaccinium myrtillus;Petrozavodsk;Vac_myr_Pet;2022;124;136;147;154;20;164;17;192;256;247;287;90;302;NA
Vaccinium myrtillus;Leipzig;Vac_myr_Lei;2022;NA;NA;124;NA;NA;NA;NA;145;NA;NA;NA;NA;NA;NA
Vaccinium myrtillus;Berlin;Vac_myr_Ber;2022;68;103;95;109;100;291;196;159;305;179;319;80;319;NA
Vaccinium myrtillus;Jena;Vac_myr_Jen;2022;88;109;131;131;70;131;0;NA;NA;159;354;100;354;NA
Vaccinium oxycoccos;Leipzig;Vac_oxy_Lei;2022;NA;75;117;NA;166;NA;NA;208;208;NA;54;NA;NA;NA
Vaccinium oxycoccos;Tuebingen;Vac_oxy_Tue;2022;61;27;262;262;20;262;0;159;355;243;47;100;355;NA
Vaccinium oxycoccos;Jena;Vac_oxy_Jen;2022;54;61;131;166;60;187;56;187;250;NA;19;90;354;NA
Vaccinium uliginosum;Tuebingen;Vac_uli_Tue;2022;194;104;132;132;80;138;6;159;181;243;335;100;355;NA
Vaccinium uliginosum;Halle;Vac_uli_Hal;2022;81;89;131;131;30;131;0;NA;NA;259;326;100;326;NA
Vaccinium vitis-idaea;Petrozavodsk;Vac_vit_Pet;2022;NA;154;171;178;10;185;14;247;273;NA;NA;NA;NA;NA
Valeriana jatamansi;Srinagar;Val_jat_Sri;2022;46;53;67;74;100;102;35;116;144;151;347;100;347;NA
Veratrum album;Trondheim;Ver_alb_Tro;2022;69;83;147;175;95;206;59;206;220;161;255;100;255;NA
Veratrum album;Jena;Ver_alb_Jen;2022;19;103;173;187;70;214;41;250;313;159;284;100;354;NA
Veratrum album;Potsdam;Ver_alb_Pot;2022;82;89;152;152;100;166;14;244;250;174;244;100;355;NA
Veratrum album;Halle;Ver_alb_Hal;2022;81;89;174;181;90;208;34;230;259;139;259;100;306;NA
Veratrum nigrum;Potsdam;Ver_nig_Pot;2022;82;89;201;208;100;208;7;201;250;181;250;100;355;NA
Veratrum nigrum;Vienna;Ver_nig_Vie;2022;62;84;194;194;100;206;12;213;298;180;298;100;298;NA
Veratrum nigrum;Halle;Ver_nig_Hal;2022;25;46;204;216;90;230;26;NA;NA;145;306;100;306;NA
Veratrum nigrum;Tuebingen;Ver_nig_Tue;2022;55;83;NA;NA;NA;NA;NA;NA;NA;168;299;95;321;NA
Veratrum nigrum;Prague;Ver_nig_Pra;2022;83;97;195;202;80;217;22;272;300;265;300;100;300;NA
Veratrum nigrum;Berlin;Ver_nig_Ber;2022;46;74;179;208;90;221;42;228;277;187;228;70;277;NA
Veratrum nigrum;Jena;Ver_nig_Jen;2022;12;88;201;214;100;222;21;284;334;152;292;100;354;NA
Veratrum nigrum;Frankfurt;Ver_nig_Fra;2022;33;82;NA;NA;NA;NA;NA;NA;13;221;6;100;355;NA
Veratrum nigrum;Leipzig;Ver_nig_Lei;2022;NA;68;117;NA;NA;NA;NA;NA;NA;215;243;NA;NA;NA
Verbascum speciosum;Vienna;Ver_spe_Vie;2022;NA;54;164;178;50;235;71;235;361;185;41;25;361;NA
Veronica urticifolia;Vienna;Ver_urt_Vie;2022;62;89;133;133;50;154;21;216;349;255;349;100;349;NA
Vinca major;Srinagar;Vin_maj_Sri;2022;NA;NA;88;116;85;130;42;NA;NA;165;347;80;361;NA
Vinca minor;Srinagar;Vin_min_Sri;2022;NA;NA;88;88;100;109;21;NA;NA;165;347;60;361;NA
Vinca minor;Prague;Vin_min_Pra;2022;69;83;83;104;90;132;49;NA;NA;258;258;5;258;NA
Vinca minor;Leipzig;Vin_min_Lei;2022;NA;75;96;96;103;NA;NA;145;NA;250;54;NA;NA;NA
Vinca minor;Berlin;Vin_min_Ber;2022;NA;60;81;103;100;137;56;208;208;NA;NA;NA;NA;NA
Vinca minor;Frankfurt;Vin_min_Fra;2022;6;6;54;90;40;138;84;NA;NA;NA;NA;NA;NA;NA
Vinca minor;Halle;Vin_min_Hal;2022;NA;11;NA;NA;NA;NA;NA;NA;NA;11;11;5;312;NA
Vinca minor;Tuebingen;Vin_min_Tue;2022;55;12;90;117;80;138;48;NA;NA;262;279;20;355;NA
Vinca minor;Jena;Vin_min_Jen;2022;54;88;68;117;90;137;69;NA;NA;342;342;5;354;NA
Vinca minor;Potsdam;Vin_min_Pot;2022;NA;55;82;89;60;133;51;NA;NA;160;6;100;355;NA
Vinca minor;Trondheim;Vin_min_Tro;2022;90;90;119;140;80;220;101;NA;NA;154;154;5;248;NA
Vincetoxicum hirundinaria;Leipzig;Vin_hir_Lei;2022;NA;82;117;NA;138;NA;NA;208;215;250;285;NA;NA;NA
Vincetoxicum hirundinaria;Frankfurt;Vin_hir_Fra;2022;117;125;131;159;100;194;63;NA;NA;201;201;100;313;NA
Vincetoxicum hirundinaria;Halle;Vin_hir_Hal;2022;33;81;131;163;100;263;132;278;298;174;298;100;298;NA
Vincetoxicum hirundinaria;Jena;Vin_hir_Jen;2022;103;109;137;144;80;243;106;201;306;222;306;100;354;NA
Vincetoxicum hirundinaria;Prague;Vin_hir_Pra;2022;83;104;132;139;90;160;28;237;272;195;286;100;300;NA
Vincetoxicum hirundinaria;Trondheim;Vin_hir_Tro;2022;76;140;161;200;80;248;87;NA;NA;NA;NA;NA;NA;NA
Vincetoxicum hirundinaria;Vienna;Vin_hir_Vie;2022;89;76;76;76;75;181;105;242;306;174;300;100;300;NA
Vincetoxicum hirundinaria;Berlin;Vin_hir_Ber;2022;NA;109;131;152;100;277;146;187;277;179;277;75;277;NA
Viola odorata;Srinagar;Vio_odo_Sri;2022;NA;25;53;60;75;88;35;NA;NA;165;221;100;221;NA
Viola odorata;Halle;Vio_odo_Hal;2022;NA;11;54;81;100;355;301;139;145;193;259;70;355;NA
Viola odorata;Trondheim;Vio_odo_Tro;2022;83;90;105;119;75;133;28;200;248;161;248;15;248;NA
Viola odorata;Potsdam;Vio_odo_Pot;2022;33;41;82;89;100;118;36;160;181;160;348;85;355;NA
Viola tricolor;Petrozavodsk;Vio_tri_Pet;2022;110;118;130;136;70;287;157;NA;NA;185;185;80;220;NA
Viscaria vulgaris;Halle;Vis_vul_Hal;2022;NA;11;111;118;60;174;63;145;244;153;181;70;355;NA
Viscaria vulgaris;Vienna;Vis_vul_Vie;2022;14;47;132;139;75;145;13;154;242;145;69;75;361;NA
Viscaria vulgaris;Prague;Vis_vul_Pra;2022;69;76;125;132;80;153;28;174;174;167;174;20;328;NA
Viscaria vulgaris;Petrozavodsk;Vis_vul_Pet;2022;110;118;164;171;20;178;14;192;205;NA;NA;NA;NA;NA
Viscaria vulgaris;Potsdam;Vis_vul_Pot;2022;49;55;124;139;100;160;36;174;230;181;6;80;355;NA
Zantedeschia aethiopica;Srinagar;Zan_aet_Sri;2022;67;74;137;144;60;165;28;NA;NA;200;340;90;361;NA
